shipment_id,date,route,region,delivery_type,weight_kg,volume_m3,status
GF0018183,2023-10-31,Dubai-Riyadh,KSA,Standard,4.69,0.0223,Completed
GF0025559,2024-01-30,Abu Dhabi-Al Ain,Abu Dhabi,Express,1.76,0.0329,Completed
GF0010414,2023-06-07,Dubai-Abu Dhabi,Abu Dhabi,Standard,10.87,0.0558,Completed
GF0018652,2023-11-06,Dubai-Sharjah,Sharjah,Express,4.39,0.0515,Completed
GF0009778,2023-05-23,Abu Dhabi-Muscat,Oman,Standard,10.75,0.0977,Completed
GF0017795,2023-10-25,Dubai-RAK,Northern Emirates,Standard,3.44,0.01,Completed
GF0014059,2023-08-28,Dubai-Abu Dhabi,Abu Dhabi,Standard,14.3,0.032,Completed
GF0013556,2023-08-17,Abu Dhabi-Muscat,Oman,Standard,3.7,0.01,Completed
GF0030837,2024-04-24,Dubai-Sharjah,Sharjah,Standard,13.22,0.0126,Completed
GF0013840,2023-08-23,Sharjah-Fujairah,Northern Emirates,Express,3.46,0.0119,Completed
GF0005564,2023-03-07,Sharjah-Fujairah,Northern Emirates,Standard,2.55,0.0127,Completed
GF0022812,2023-12-25,Sharjah-Fujairah,Northern Emirates,Standard,13.77,0.025,Completed
GF0013295,2023-08-14,Sharjah-Fujairah,Northern Emirates,Express,9.48,0.01,Completed
GF0022629,2023-12-22,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,0.5,0.01,Completed
GF0029282,2024-03-23,Abu Dhabi-Muscat,Oman,Standard,13.06,0.0958,Completed
GF0003412,2023-02-02,Sharjah-Fujairah,Northern Emirates,Standard,8.09,0.0363,Completed
GF0028576,2024-03-13,Abu Dhabi-Al Ain,Abu Dhabi,Standard,14.43,0.0889,Completed
GF0016741,2023-10-10,Abu Dhabi-Al Ain,Abu Dhabi,Express,2.57,0.01,Completed
GF0031020,2024-04-29,Abu Dhabi-Al Ain,Abu Dhabi,Standard,1.49,0.1146,Completed
GF0033314,2024-06-19,Sharjah-Fujairah,Northern Emirates,Standard,15.18,0.083,Completed
GF0011784,2023-07-11,Sharjah-Fujairah,Northern Emirates,Standard,5.91,0.0482,Completed
GF0012462,2023-07-27,Abu Dhabi-Al Ain,Abu Dhabi,Standard,10.66,0.0107,Completed
GF0007777,2023-04-11,Sharjah-Fujairah,Northern Emirates,Standard,2.84,0.01,Completed
GF0021568,2023-12-12,Dubai-Riyadh,KSA,Express,8.7,0.0209,Completed
GF0015518,2023-09-21,Sharjah-Fujairah,Northern Emirates,Standard,9.22,0.0607,Completed
GF0017426,2023-10-19,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,1.53,0.01,Completed
GF0010152,2023-05-31,Dubai-Sharjah,Sharjah,Standard,1.69,0.01,Completed
GF0003873,2023-02-09,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,8.02,0.0228,Completed
GF0017982,2023-10-27,Abu Dhabi-Al Ain,Abu Dhabi,Standard,4.95,0.1004,Completed
GF0023731,2024-01-07,Dubai-Abu Dhabi,Abu Dhabi,Express,2.05,0.01,Completed
GF0019499,2023-11-15,Dubai-Abu Dhabi,Abu Dhabi,Standard,8.75,0.0416,Completed
GF0023888,2024-01-09,Abu Dhabi-Muscat,Oman,Standard,7.07,0.0302,Completed
GF0001606,2023-01-09,Dubai-Riyadh,KSA,Express,2.29,0.033,Completed
GF0032397,2024-05-28,Dubai-Sharjah,Sharjah,Same-Day,0.5,0.01,Completed
GF0028187,2024-03-07,Dubai-RAK,Northern Emirates,Same-Day,1.6,0.01,Completed
GF0023487,2024-01-04,Dubai-RAK,Northern Emirates,Express,1.03,0.0224,Completed
GF0018906,2023-11-09,Sharjah-Fujairah,Northern Emirates,Standard,17.31,0.0924,Completed
GF0001856,2023-01-12,Abu Dhabi-Muscat,Oman,Standard,8.58,0.01,Completed
GF0002926,2023-01-27,Abu Dhabi-Al Ain,Abu Dhabi,Standard,12.75,0.025,Completed
GF0025674,2024-01-31,Abu Dhabi-Muscat,Oman,Express,0.61,0.0393,Completed
GF0021418,2023-12-10,Sharjah-Fujairah,Northern Emirates,Standard,4.82,0.01,Completed
GF0007804,2023-04-12,Dubai-Sharjah,Sharjah,Standard,3.84,0.01,Completed
GF0019245,2023-11-11,Dubai-Sharjah,Sharjah,Standard,6.4,0.021,Completed
GF0001044,2023-01-02,Sharjah-Fujairah,Northern Emirates,Standard,1.44,0.0112,Completed
GF0003812,2023-02-08,Dubai-RAK,Northern Emirates,Express,1.08,0.0393,Completed
GF0018760,2023-11-07,Dubai-Riyadh,KSA,Express,21.74,0.0103,Completed
GF0014332,2023-09-01,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,1.68,0.01,Completed
GF0018399,2023-11-02,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,4.89,0.014,Completed
GF0019409,2023-11-14,Dubai-RAK,Northern Emirates,Standard,21.34,0.0963,Completed
GF0006816,2023-03-25,Dubai-Sharjah,Sharjah,Standard,3.9,0.0276,Completed
GF0009777,2023-05-23,Dubai-Riyadh,KSA,Standard,5.77,0.01,Completed
GF0017794,2023-10-25,Abu Dhabi-Al Ain,Abu Dhabi,Express,3.31,0.0432,Completed
GF0008321,2023-04-20,Dubai-RAK,Northern Emirates,Express,11.82,0.01,Completed
GF0007435,2023-04-05,Dubai-RAK,Northern Emirates,Standard,3.74,0.0815,Completed
GF0030122,2024-04-06,Abu Dhabi-Muscat,Oman,Express,6.69,0.0352,Completed
GF0033561,2024-06-25,Dubai-Riyadh,KSA,Standard,7.16,0.01,Completed
GF0017383,2023-10-18,Dubai-Abu Dhabi,Abu Dhabi,Express,3.87,0.015,Completed
GF0024491,2024-01-16,Dubai-RAK,Northern Emirates,Standard,4.32,0.0959,Completed
GF0012436,2023-07-27,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,5.84,0.0113,Completed
GF0029136,2024-03-21,Abu Dhabi-Muscat,Oman,Standard,21.12,0.0404,Completed
GF0005563,2023-03-07,Dubai-Abu Dhabi,Abu Dhabi,Standard,4.56,0.01,Completed
GF0031026,2024-04-29,Dubai-Riyadh,KSA,Express,2.69,0.0648,Completed
GF0003051,2023-01-30,Dubai-Abu Dhabi,Abu Dhabi,Standard,0.5,0.027,Completed
GF0029322,2024-03-25,Dubai-Riyadh,KSA,Standard,6.09,0.0873,Completed
GF0004073,2023-02-13,Dubai-Sharjah,Sharjah,Standard,4.77,0.01,Completed
GF0018977,2023-11-10,Sharjah-Fujairah,Northern Emirates,Same-Day,1.2,0.0363,Completed
GF0020024,2023-11-22,Dubai-RAK,Northern Emirates,Express,0.5,0.067,Completed
GF0017947,2023-10-27,Dubai-RAK,Northern Emirates,Standard,7.64,0.082,Completed
GF0008884,2023-05-03,Abu Dhabi-Muscat,Oman,Express,1.72,0.0438,Completed
GF0014316,2023-09-01,Abu Dhabi-Muscat,Oman,Standard,3.01,0.0452,Completed
GF0002232,2023-01-18,Dubai-Abu Dhabi,Abu Dhabi,Standard,9.03,0.0606,Completed
GF0009823,2023-05-24,Dubai-Abu Dhabi,Abu Dhabi,Standard,15.01,0.01,Completed
GF0004926,2023-02-24,Dubai-Sharjah,Sharjah,Standard,7.7,0.01,Completed
GF0006597,2023-03-22,Dubai-Abu Dhabi,Abu Dhabi,Express,1.38,0.0271,Completed
GF0008811,2023-05-02,Dubai-RAK,Northern Emirates,Express,5.34,0.0276,Completed
GF0020499,2023-11-28,Abu Dhabi-Muscat,Oman,Standard,17.48,0.01,Completed
GF0023375,2024-01-03,Abu Dhabi-Al Ain,Abu Dhabi,Express,2.74,0.012,Completed
GF0020513,2023-11-28,Dubai-Sharjah,Sharjah,Standard,1.58,0.0318,Completed
GF0006575,2023-03-22,Abu Dhabi-Al Ain,Abu Dhabi,Standard,0.59,0.0777,Completed
GF0022578,2023-12-22,Abu Dhabi-Muscat,Oman,Standard,344.02497395822587,0.0199,Completed
GF0031363,2024-05-06,Dubai-Sharjah,Sharjah,Standard,5.74,0.0202,Completed
GF0001376,2023-01-05,Abu Dhabi-Muscat,Oman,Standard,1.3,0.0287,Completed
GF0009819,2023-05-24,Dubai-Riyadh,KSA,Standard,8.84,0.0782,Completed
GF0016555,2023-10-07,Dubai-Riyadh,KSA,Standard,5.92,0.0428,Completed
GF0012830,2023-08-04,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,1.11,0.0104,Completed
GF0024008,2024-01-10,Dubai-Sharjah,Sharjah,Same-Day,1.8,0.01,Completed
GF0006050,2023-03-15,Dubai-Abu Dhabi,Abu Dhabi,Express,2.75,0.015,Completed
GF0006076,2023-03-15,Dubai-Abu Dhabi,Abu Dhabi,Express,3.44,0.0347,Completed
GF0033094,2024-06-12,Abu Dhabi-Muscat,Oman,Standard,23.47,0.0285,Completed
GF0007275,2023-04-03,Dubai-Sharjah,Sharjah,Express,2.4,0.0332,Completed
GF0010704,2023-06-13,Dubai-Riyadh,KSA,Standard,2.33,0.0465,Completed
GF0005954,2023-03-14,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.26,0.0975,Completed
GF0010948,2023-06-19,Sharjah-Fujairah,Northern Emirates,Standard,12.56,0.0228,Completed
GF0005724,2023-03-09,Dubai-RAK,Northern Emirates,Express,0.5,0.01,Completed
GF0013868,2023-08-24,Sharjah-Fujairah,Northern Emirates,Express,5.61,0.0669,Completed
GF0001069,2023-01-02,Dubai-Abu Dhabi,Unknown,Standard,9.0,0.01,Completed
GF0022241,2023-12-19,Dubai-Riyadh,KSA,Express,1.37,0.029,Completed
GF0002739,2023-01-25,Dubai-Abu Dhabi,Abu Dhabi,Standard,11.92,0.0147,Completed
GF0026713,2024-02-14,Abu Dhabi-Al Ain,Abu Dhabi,Standard,1.08,0.01,Completed
GF0026253,2024-02-08,Dubai-Sharjah,Sharjah,Express,3.33,0.0213,Completed
GF0011421,2023-07-03,Dubai-Sharjah,Sharjah,Express,8.1,0.0255,Completed
GF0009203,2023-05-10,Abu Dhabi-Al Ain,Abu Dhabi,Express,9.72,0.0293,Completed
GF0014177,2023-08-30,Dubai-Abu Dhabi,Abu Dhabi,Standard,2.91,0.0358,Completed
GF0029817,2024-04-02,Dubai-Riyadh,KSA,Same-Day,0.5,0.0363,Completed
GF0001227,2023-01-04,Abu Dhabi-Al Ain,Abu Dhabi,Standard,14.88,0.0676,Completed
GF0017055,2023-10-13,Sharjah-Fujairah,Northern Emirates,Standard,8.42,0.01,Completed
GF0020833,2023-12-01,Abu Dhabi-Al Ain,Abu Dhabi,Standard,25.81,0.0635,Completed
GF0013522,2023-08-17,Dubai-Abu Dhabi,Abu Dhabi,Standard,8.35,0.0276,Completed
GF0021650,2023-12-12,Dubai-Sharjah,Sharjah,Standard,2.82,0.0648,Completed
GF0004429,2023-02-17,Dubai-Sharjah,Sharjah,Standard,10.58,0.0589,Completed
GF0024689,2024-01-18,Dubai-Sharjah,Sharjah,Standard,7.64,0.0295,Completed
GF0018688,2023-11-07,Abu Dhabi-Al Ain,Abu Dhabi,Express,3.59,0.0354,Completed
GF0002812,2023-01-26,Sharjah-Fujairah,Northern Emirates,Standard,3.58,0.0839,Completed
GF0001383,2023-01-05,Abu Dhabi-Muscat,Oman,Express,3.28,0.0455,Completed
GF0015576,2023-09-21,Dubai-Abu Dhabi,Abu Dhabi,Standard,10.9,0.0302,Completed
GF0020380,2023-11-27,Dubai-Sharjah,Sharjah,Standard,11.57,0.01,Completed
GF0025110,2024-01-24,Abu Dhabi-Al Ain,Abu Dhabi,Standard,7.04,0.0981,Completed
GF0032617,2024-05-31,Dubai-Riyadh,KSA,Standard,14.52,0.0388,Completed
GF0006262,2023-03-16,Dubai-Riyadh,KSA,Same-Day,0.5,0.01,Completed
GF0008007,2023-04-14,Sharjah-Fujairah,Northern Emirates,Standard,0.96,0.0688,Completed
GF0004059,2023-02-13,Dubai-RAK,Northern Emirates,Express,0.71,0.01,Completed
GF0030720,2024-04-22,Dubai-Sharjah,Sharjah,Express,4.92,0.0621,Completed
GF0028648,2024-03-14,Dubai-Abu Dhabi,Abu Dhabi,Standard,11.72,0.0199,Completed
GF0026993,2024-02-19,Dubai-Abu Dhabi,Abu Dhabi,Standard,2.0,0.0705,Completed
GF0007711,2023-04-10,Dubai-Sharjah,Sharjah,Same-Day,1.24,0.0278,Completed
GF0010430,2023-06-07,Dubai-Riyadh,KSA,Express,4.69,0.0271,Completed
GF0005044,2023-02-27,Dubai-Riyadh,KSA,Standard,29.16,0.01,Completed
GF0029501,2024-03-27,Dubai-Abu Dhabi,Abu Dhabi,Standard,16.87,0.01,Completed
GF0019779,2023-11-17,Sharjah-Fujairah,Northern Emirates,Standard,0.5,0.01,Completed
GF0033103,2024-06-13,Dubai-Abu Dhabi,Abu Dhabi,Express,1.45,0.0203,Completed
GF0003897,2023-02-09,Dubai-Riyadh,KSA,Express,4.47,0.0556,Completed
GF0008784,2023-05-01,Dubai-Sharjah,Sharjah,Standard,1.42,0.0243,Completed
GF0029186,2024-03-21,Abu Dhabi-Muscat,Oman,Standard,4.02,0.0181,Completed
GF0009917,2023-05-26,Dubai-Riyadh,KSA,Standard,17.53,0.0274,Completed
GF0033605,2024-06-26,Dubai-Abu Dhabi,Abu Dhabi,Express,3.59,0.01,Completed
GF0007920,2023-04-13,Abu Dhabi-Muscat,Oman,Express,14.59,0.018,Completed
GF0025775,2024-02-01,Abu Dhabi-Al Ain,Abu Dhabi,Standard,12.17,0.0539,Completed
GF0031667,2024-05-13,Abu Dhabi-Al Ain,Abu Dhabi,Standard,4.3,0.0211,Completed
GF0006826,2023-03-26,Dubai-Riyadh,KSA,Standard,0.88,0.0252,Completed
GF0017505,2023-10-20,Abu Dhabi-Al Ain,Abu Dhabi,Express,2.83,0.0395,Completed
GF0001620,2023-01-10,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.96,0.01,Completed
GF0028204,2024-03-07,Abu Dhabi-Al Ain,Abu Dhabi,Express,6.47,0.0537,Completed
GF0018595,2023-11-06,Sharjah-Fujairah,Northern Emirates,Standard,12.77,0.0233,Completed
GF0021328,2023-12-08,Abu Dhabi-Al Ain,Abu Dhabi,Express,10.07,0.0315,Completed
GF0002977,2023-01-27,Dubai-RAK,Northern Emirates,Same-Day,2.74,0.0543,Completed
GF0013285,2023-08-14,Abu Dhabi-Muscat,Oman,Standard,11.53,0.0307,Completed
GF0026587,2024-02-12,Dubai-Sharjah,Sharjah,Standard,11.03,0.017,Completed
GF0010801,2023-06-15,Dubai-Sharjah,Sharjah,Same-Day,1.1,0.01,Completed
GF0008926,2023-05-04,Dubai-Sharjah,Sharjah,Standard,0.55,0.034,Completed
GF0003028,2023-01-29,Sharjah-Fujairah,Northern Emirates,Express,2.56,0.022,Completed
GF0022609,2023-12-22,Abu Dhabi-Al Ain,Abu Dhabi,Express,11.33,0.0252,Completed
GF0031174,2024-05-01,Dubai-Sharjah,Sharjah,Standard,24.92,0.1068,Completed
GF0027374,2024-02-23,Abu Dhabi-Muscat,Oman,Express,1.22,0.01,Completed
GF0024436,2024-01-16,Dubai-Abu Dhabi,Abu Dhabi,Express,14.04,0.04,Completed
GF0021551,2023-12-12,Dubai-Sharjah,Sharjah,Standard,10.81,0.0856,Completed
GF0032433,2024-05-28,Abu Dhabi-Al Ain,Abu Dhabi,Standard,1.58,0.01,Completed
GF0018518,2023-11-03,Dubai-RAK,Northern Emirates,Same-Day,0.92,0.01,Completed
GF0006528,2023-03-21,Dubai-Sharjah,Sharjah,Standard,10.54,0.069,Completed
GF0019808,2023-11-19,Abu Dhabi-Al Ain,Abu Dhabi,Express,0.59,0.0833,Completed
GF0016602,2023-10-09,Sharjah-Fujairah,Northern Emirates,Standard,11.54,0.0934,Completed
GF0020917,2023-12-04,Sharjah-Fujairah,Northern Emirates,Standard,8.89,0.01,Completed
GF0021739,2023-12-13,Dubai-Riyadh,KSA,Express,12.41,0.0267,Completed
GF0015951,2023-09-28,Abu Dhabi-Muscat,Oman,Express,6.87,0.0301,Completed
GF0012132,2023-07-18,Dubai-Sharjah,Sharjah,Standard,14.78,0.0382,Completed
GF0009246,2023-05-11,Dubai-Sharjah,Sharjah,Standard,27.71,0.0422,Completed
GF0020245,2023-11-24,Dubai-Abu Dhabi,Abu Dhabi,Express,6.26,0.0261,Completed
GF0020714,2023-11-30,Dubai-Riyadh,KSA,Standard,6.01,0.0202,Completed
GF0016212,2023-10-03,Abu Dhabi-Muscat,Oman,Standard,3.43,0.0177,Completed
GF0002534,2023-01-23,Dubai-Abu Dhabi,Abu Dhabi,Express,2.79,0.0549,Completed
GF0032312,2024-05-24,Dubai-Abu Dhabi,Abu Dhabi,Standard,18.52,0.1012,Completed
GF0027180,2024-02-21,Abu Dhabi-Al Ain,Abu Dhabi,Standard,4.41,0.01,Completed
GF0008453,2023-04-25,Dubai-Sharjah,Sharjah,Standard,2.18,0.01,Completed
GF0001102,2023-01-03,Dubai-Sharjah,Sharjah,Standard,4.78,0.0519,Completed
GF0001898,2023-01-12,Dubai-Sharjah,Sharjah,Standard,1.43,0.015,Completed
GF0019208,2023-11-11,Dubai-Sharjah,Sharjah,Express,1.29,0.01,Completed
GF0018305,2023-11-01,Dubai-RAK,Northern Emirates,Express,2.28,0.0108,Completed
GF0019862,2023-11-20,Abu Dhabi-Muscat,Oman,Standard,4.31,0.0299,Completed
GF0004737,2023-02-22,Dubai-RAK,Northern Emirates,Same-Day,5.68,0.02,Completed
GF0013540,2023-08-17,Abu Dhabi-Muscat,Oman,Standard,1.45,0.01,Completed
GF0008326,2023-04-20,Abu Dhabi-Muscat,Oman,Standard,10.03,0.0446,Completed
GF0014911,2023-09-12,Dubai-Riyadh,KSA,Standard,0.76,0.0199,Completed
GF0023969,2024-01-09,Dubai-Abu Dhabi,Abu Dhabi,Express,0.5,0.01,Completed
GF0008732,2023-05-01,Abu Dhabi-Al Ain,Abu Dhabi,Standard,8.79,0.0259,Completed
GF0033487,2024-06-24,Dubai-Riyadh,KSA,Standard,0.74,0.01,Completed
GF0015092,2023-09-14,Abu Dhabi-Muscat,Oman,Standard,6.0,0.1068,Completed
GF0001913,2023-01-13,Dubai-RAK,Northern Emirates,Standard,12.99,0.017,Completed
GF0018870,2023-11-09,Dubai-Riyadh,KSA,Express,10.25,0.0615,Completed
GF0005687,2023-03-09,Dubai-Sharjah,Sharjah,Express,6.27,0.0276,Completed
GF0026021,2024-02-05,Sharjah-Fujairah,Northern Emirates,Standard,0.5,0.0539,Completed
GF0012827,2023-08-04,Dubai-Abu Dhabi,Abu Dhabi,Standard,25.12,0.0811,Completed
GF0013378,2023-08-15,Abu Dhabi-Muscat,Oman,Express,4.83,0.01,Completed
GF0014133,2023-08-30,Abu Dhabi-Al Ain,Abu Dhabi,Express,1.21,0.01,Completed
GF0002443,2023-01-20,Dubai-RAK,Unknown,Standard,11.1,0.0366,Completed
GF0004604,2023-02-21,Dubai-Abu Dhabi,Abu Dhabi,Standard,1.29,0.0366,Completed
GF0030880,2024-04-25,Dubai-Riyadh,KSA,Standard,0.5,0.0102,Completed
GF0018876,2023-11-09,Abu Dhabi-Al Ain,Abu Dhabi,Express,1.26,0.01,Completed
GF0029349,2024-03-25,Abu Dhabi-Muscat,Oman,Standard,4.32,0.1006,Completed
GF0023850,2024-01-08,Sharjah-Fujairah,Northern Emirates,Standard,5.8,0.0813,Completed
GF0029017,2024-03-20,Abu Dhabi-Al Ain,Abu Dhabi,Standard,1.61,0.0491,Completed
GF0027851,2024-03-01,Dubai-RAK,Northern Emirates,Standard,0.5,0.0101,Completed
GF0009091,2023-05-08,Dubai-Riyadh,KSA,Standard,1.93,0.0311,Completed
GF0008538,2023-04-26,Dubai-Sharjah,Sharjah,Standard,11.31,0.0148,Completed
GF0022931,2023-12-26,Dubai-RAK,Northern Emirates,Standard,1.1,0.1039,Completed
GF0017400,2023-10-19,Dubai-Riyadh,KSA,Same-Day,2.21,0.0142,Completed
GF0003245,2023-01-31,Dubai-RAK,Northern Emirates,Standard,3.56,0.0565,Completed
GF0012233,2023-07-21,Abu Dhabi-Muscat,Oman,Standard,1.2,0.0135,Completed
GF0002153,2023-01-17,Abu Dhabi-Muscat,Oman,Standard,19.44,0.01,Completed
GF0010875,2023-06-16,Dubai-RAK,Northern Emirates,Express,0.83,0.0172,Completed
GF0002084,2023-01-16,Sharjah-Fujairah,Northern Emirates,Standard,0.5,0.1028,Completed
GF0004505,2023-02-20,Dubai-Riyadh,KSA,Standard,0.5,0.1103,Completed
GF0015359,2023-09-19,Dubai-RAK,Northern Emirates,Express,1.86,0.0897,Completed
GF0022524,2023-12-21,Dubai-RAK,Northern Emirates,Standard,8.51,0.01,Completed
GF0005489,2023-03-06,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.63,0.01,Completed
GF0019751,2023-11-17,Abu Dhabi-Muscat,Oman,Express,5.31,0.0756,Completed
GF0031050,2024-04-29,Dubai-Riyadh,KSA,Same-Day,0.5,0.01,Completed
GF0014291,2023-09-01,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.5,0.0195,Completed
GF0029589,2024-03-28,Abu Dhabi-Al Ain,Abu Dhabi,Standard,18.59,0.02,Completed
GF0002880,2023-01-26,Abu Dhabi-Al Ain,Abu Dhabi,Standard,14.87,0.01,Completed
GF0017411,2023-10-19,Dubai-Riyadh,KSA,Express,0.5,0.0481,Completed
GF0030817,2024-04-24,Sharjah-Fujairah,Unknown,Express,5.01,0.0944,Completed
GF0009714,2023-05-22,Abu Dhabi-Al Ain,Abu Dhabi,Standard,14.05,0.0109,Completed
GF0026825,2024-02-15,Abu Dhabi-Muscat,Oman,Express,1.69,0.0107,Completed
GF0005966,2023-03-14,Abu Dhabi-Al Ain,Unknown,Standard,8.15,0.1031,Completed
GF0007285,2023-04-03,Abu Dhabi-Muscat,Oman,Express,5.01,0.0364,Completed
GF0024304,2024-01-15,Dubai-Sharjah,Sharjah,Express,0.67,0.046,Completed
GF0020292,2023-11-24,Dubai-Sharjah,Sharjah,Express,0.5,0.0397,Completed
GF0004302,2023-02-16,Dubai-RAK,Northern Emirates,Standard,0.51,0.0639,Completed
GF0033249,2024-06-18,Dubai-Sharjah,Sharjah,Express,0.54,0.01,Completed
GF0022685,2023-12-23,Sharjah-Fujairah,Northern Emirates,Express,4.5,0.01,Completed
GF0031286,2024-05-03,Dubai-Abu Dhabi,Abu Dhabi,Express,1.73,0.038,Completed
GF0015276,2023-09-18,Abu Dhabi-Al Ain,Abu Dhabi,Standard,5.01,0.0778,Completed
GF0024603,2024-01-17,Sharjah-Fujairah,Northern Emirates,Standard,5.51,0.072,Completed
GF0002775,2023-01-25,Dubai-Abu Dhabi,Abu Dhabi,Standard,17.45,0.0193,Completed
GF0030088,2024-04-05,Dubai-Sharjah,Sharjah,Same-Day,1.15,0.01,Completed
GF0006508,2023-03-21,Dubai-Sharjah,Sharjah,Express,9.27,0.01,Completed
GF0028314,2024-03-08,Dubai-Abu Dhabi,Abu Dhabi,Standard,3.27,0.0359,Completed
GF0004877,2023-02-23,Dubai-RAK,Northern Emirates,Standard,5.22,0.0675,Completed
GF0006493,2023-03-21,Dubai-Sharjah,Sharjah,Express,1.27,0.0213,Completed
GF0016000,2023-09-29,Dubai-RAK,Northern Emirates,Same-Day,0.5,0.0196,Completed
GF0013715,2023-08-22,Sharjah-Fujairah,Northern Emirates,Standard,18.43,0.0119,Completed
GF0018016,2023-10-27,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,2.3,0.01,Completed
GF0001057,2023-01-02,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,1.95,0.01,Completed
GF0024175,2024-01-12,Sharjah-Fujairah,Northern Emirates,Express,1.88,0.0137,Completed
GF0022516,2023-12-21,Dubai-Sharjah,Sharjah,Express,8.5,0.0632,Completed
GF0021910,2023-12-15,Dubai-Riyadh,KSA,Standard,4.44,0.0172,Completed
GF0006420,2023-03-20,Dubai-Riyadh,KSA,Standard,11.63,0.0282,Completed
GF0021196,2023-12-07,Dubai-Riyadh,KSA,Standard,11.52,0.0321,Completed
GF0018701,2023-11-07,Dubai-Abu Dhabi,Abu Dhabi,Standard,1.47,0.01,Completed
GF0026005,2024-02-05,Dubai-Abu Dhabi,Abu Dhabi,Standard,8.12,0.0339,Completed
GF0020070,2023-11-22,Abu Dhabi-Muscat,Oman,Standard,13.92,0.0853,Completed
GF0024507,2024-01-17,Dubai-Abu Dhabi,Abu Dhabi,Standard,5.03,0.065,Completed
GF0024880,2024-01-22,Dubai-Sharjah,Sharjah,Standard,15.88,0.0133,Completed
GF0011366,2023-06-30,Dubai-Sharjah,Sharjah,Same-Day,1.33,0.0136,Completed
GF0024379,2024-01-15,Sharjah-Fujairah,Northern Emirates,Standard,1.07,0.01,Completed
GF0020022,2023-11-22,Dubai-RAK,Northern Emirates,Standard,8.84,0.0144,Completed
GF0015361,2023-09-19,Dubai-Abu Dhabi,Abu Dhabi,Standard,8.09,0.0907,Completed
GF0001884,2023-01-12,Dubai-RAK,Northern Emirates,Standard,2.91,0.0184,Completed
GF0008268,2023-04-20,Dubai-Riyadh,KSA,Standard,0.79,0.0136,Completed
GF0011968,2023-07-14,Dubai-Sharjah,Sharjah,Express,0.5,0.066,Completed
GF0011128,2023-06-22,Dubai-Sharjah,Sharjah,Standard,27.45,0.0161,Completed
GF0001542,2023-01-09,Dubai-Sharjah,Sharjah,Express,2.1,0.065,Completed
GF0010014,2023-05-29,Abu Dhabi-Muscat,Oman,Standard,0.84,0.01,Completed
GF0005226,2023-03-01,Abu Dhabi-Muscat,Oman,Standard,0.5,0.01,Completed
GF0002862,2023-01-26,Abu Dhabi-Muscat,Oman,Standard,2.73,0.0392,Completed
GF0005836,2023-03-13,Dubai-RAK,Northern Emirates,Standard,10.69,0.0359,Completed
GF0023997,2024-01-10,Sharjah-Fujairah,Northern Emirates,Express,2.78,0.0203,Completed
GF0011761,2023-07-10,Dubai-Riyadh,KSA,Standard,4.56,0.072,Completed
GF0003838,2023-02-09,Dubai-RAK,Northern Emirates,Standard,0.63,0.0738,Completed
GF0001735,2023-01-11,Dubai-Riyadh,KSA,Standard,11.51,0.01,Completed
GF0019307,2023-11-13,Abu Dhabi-Muscat,Oman,Standard,2.5,0.01,Completed
GF0014719,2023-09-08,Dubai-RAK,Northern Emirates,Express,3.18,0.0636,Completed
GF0026957,2024-02-16,Abu Dhabi-Al Ain,Abu Dhabi,Standard,4.73,0.01,Completed
GF0012940,2023-08-07,Sharjah-Fujairah,Northern Emirates,Standard,7.2,0.0809,Completed
GF0027731,2024-02-28,Dubai-Riyadh,KSA,Same-Day,0.5,0.01,Completed
GF0017319,2023-10-18,Abu Dhabi-Al Ain,Abu Dhabi,Standard,12.21,0.0158,Completed
GF0006013,2023-03-15,Dubai-RAK,Northern Emirates,Express,0.97,0.0391,Completed
GF0003645,2023-02-06,Dubai-Riyadh,KSA,Standard,2.04,0.0686,Completed
GF0023955,2024-01-09,Dubai-Abu Dhabi,Abu Dhabi,Standard,3.65,0.0108,Completed
GF0010451,2023-06-07,Dubai-Riyadh,KSA,Standard,11.15,0.0523,Completed
GF0027701,2024-02-28,Dubai-RAK,Northern Emirates,Express,0.68,0.0221,Completed
GF0003736,2023-02-08,Abu Dhabi-Muscat,Oman,Standard,10.15,0.0506,Completed
GF0018780,2023-11-08,Dubai-Sharjah,Sharjah,Standard,3.13,0.0537,Completed
GF0020677,2023-11-30,Dubai-Sharjah,Sharjah,Standard,0.5,0.0176,Completed
GF0020632,2023-11-29,Abu Dhabi-Al Ain,Abu Dhabi,Standard,9.36,0.0253,Completed
GF0011911,2023-07-13,Dubai-Sharjah,Sharjah,Standard,17.46,0.032,Completed
GF0010998,2023-06-20,Dubai-Abu Dhabi,Abu Dhabi,Express,5.42,0.0504,Completed
